queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
69,A_SHARE,A股,A_SHARE:上海璞泰来新能源科技集团股份有限公司,603659,璞泰来,上海璞泰来新能源科技集团股份有限公司,78.74,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
70,A_SHARE,A股,A_SHARE:锡业股份,000960,锡业股份,锡业股份,78.64,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
71,A_SHARE,A股,A_SHARE:北京海博思创科技股份有限公司,688411,海博思创,北京海博思创科技股份有限公司,78.64,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
72,A_SHARE,A股,A_SHARE:盛新锂能,002240,盛新锂能,盛新锂能,78.63,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
73,A_SHARE,A股,A_SHARE:力源信息,300184,力源信息,力源信息,78.27,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
74,A_SHARE,A股,A_SHARE:新 和 成,002001,新 和 成,新 和 成,78.24,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
75,A_SHARE,A股,A_SHARE:佳电股份,000922,佳电股份,佳电股份,78.22,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
76,A_SHARE,A股,A_SHARE:同惠电子,920509,同惠电子,同惠电子,78.22,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
77,A_SHARE,A股,A_SHARE:钒钛股份,000629,钒钛股份,钒钛股份,78.14,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
78,A_SHARE,A股,A_SHARE:易事特,300376,易事特,易事特,78.10,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
79,A_SHARE,A股,A_SHARE:捷佳伟创,300724,捷佳伟创,捷佳伟创,78.04,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
80,A_SHARE,A股,A_SHARE:宝胜科技创新股份有限公司,600973,宝胜股份,宝胜科技创新股份有限公司,77.95,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
81,A_SHARE,A股,A_SHARE:长缆科技,002879,长缆科技,长缆科技,77.87,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
82,A_SHARE,A股,A_SHARE:广州白云电器设备股份有限公司,603861,白云电器,广州白云电器设备股份有限公司,77.82,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
83,A_SHARE,A股,A_SHARE:中稀有色金属股份有限公司,600259,中稀有色,中稀有色金属股份有限公司,77.80,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
84,A_SHARE,A股,A_SHARE:长园科技集团股份有限公司,600525,ST长园,长园科技集团股份有限公司,77.74,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
85,A_SHARE,A股,A_SHARE:以岭药业,002603,以岭药业,以岭药业,77.62,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
