queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
68,A_SHARE,A股,A_SHARE:南方电网电力科技股份有限公司,688248,南网科技,南方电网电力科技股份有限公司,78.92,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
69,HONG_KONG,港股,HONG_KONG:KYG6427A1022,09999,NTES-S,NTES-S,78.90,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
70,A_SHARE,A股,A_SHARE:河北衡水老白干酒业股份有限公司,600559,老白干酒,河北衡水老白干酒业股份有限公司,78.85,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
71,A_SHARE,A股,A_SHARE:长高电新,002452,长高电新,长高电新,78.81,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
72,A_SHARE,A股,A_SHARE:天赐材料,002709,天赐材料,天赐材料,78.79,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
73,A_SHARE,A股,A_SHARE:上能电气,300827,上能电气,上能电气,78.79,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
74,A_SHARE,A股,A_SHARE:上海璞泰来新能源科技集团股份有限公司,603659,璞泰来,上海璞泰来新能源科技集团股份有限公司,78.74,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
75,HONG_KONG,港股,HONG_KONG:KYG532631028,01024,KUAISHOU-W,KUAISHOU-W,78.65,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
76,A_SHARE,A股,A_SHARE:锡业股份,000960,锡业股份,锡业股份,78.64,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
77,A_SHARE,A股,A_SHARE:北京海博思创科技股份有限公司,688411,海博思创,北京海博思创科技股份有限公司,78.64,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
78,HONG_KONG,港股,HONG_KONG:KYG875721634,00700,TENCENT,TENCENT,78.64,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
79,A_SHARE,A股,A_SHARE:盛新锂能,002240,盛新锂能,盛新锂能,78.63,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
80,HONG_KONG,港股,HONG_KONG:KYG8875G1029,01530,3SBIO,3SBIO,78.59,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
81,HONG_KONG,港股,HONG_KONG:KYG1098A1013,09626,BILIBILI-W,BILIBILI-W,78.59,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
82,HONG_KONG,港股,HONG_KONG:KYG622681008,01860,MOBVISTA,MOBVISTA,78.48,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
83,HONG_KONG,港股,HONG_KONG:CNE1000004J3,00696,TRAVELSKY TECH,TRAVELSKY TECH,78.43,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
84,HONG_KONG,港股,HONG_KONG:KYG9515T1085,09898,WB-SW,WB-SW,78.43,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
85,HONG_KONG,港股,HONG_KONG:KYG6464H1011,09911,NEWBORNTOWN,NEWBORNTOWN,78.43,advance_to_deep_review,triage_score>=65,,1,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
